GearRow,Path,Category,Bytes,Lines,SHA256,SemanticMethod,SemanticSynopsis,ReferenceCount,TerminalClasses,ReferenceStatuses,BrokenReferenceCount,SourceEvidence
12,.github/ISSUE_TEMPLATE/extension_submission.yml,configuration_or_data,8489,281,6F40C3292D8EA97AD82D95162E5A7EC3A4D11A7205D216337EA2A102A6CEFCA6,yaml_structure,"YAML; top-level keys=name,description,title,labels,body",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/ISSUE_TEMPLATE/extension_submission.yml#L1-L281
13,.github/ISSUE_TEMPLATE/feature_request.yml,configuration_or_data,3266,123,323E799C09336EFFD5B66A4F07F94B3D02A46F3C5CFB79BD6C17CCEC13D1FA75,yaml_structure,"YAML; top-level keys=name,description,title,labels,body",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/ISSUE_TEMPLATE/feature_request.yml#L1-L123
14,.github/ISSUE_TEMPLATE/preset_submission.yml,configuration_or_data,6643,198,4F90545E3C63173DE5E18700D9A43C227D90F4900F8D9201A82B18EA3BA25F9A,yaml_structure,"YAML; top-level keys=name,description,title,labels,body",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/ISSUE_TEMPLATE/preset_submission.yml#L1-L198
15,.github/PULL_REQUEST_TEMPLATE.md,documentation,705,22,C0B1CCBEB36E5E86B3C2B7690EF9A4DDCC185CB7A31A050229240E98D051165D,markdown_structure,Markdown; headings=3; lead=Description | Testing | AI Disclosure,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/PULL_REQUEST_TEMPLATE.md#L1-L22
16,.github/scripts/check_security_requirements.py,orchestration_asset,3802,124,227254AD751529BE68A430907F75327245E212B81E5EBFBCE8D3237B7FDFA668,python_ast,"Python module; top-level symbols=_dependency_diff_refs,_dependency_inputs_changed,main",5,external_dependency=5,terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/scripts/check_security_requirements.py#L1-L124
17,.github/security-audit-requirements.txt,documentation,18097,254,1DA5E67CC297BD3AFD86F8599500BBF2028F2E586FDD019FE196065E4F703866,text_structure,.txt text; lead=annotated-doc==0.0.5 \,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/security-audit-requirements.txt#L1-L254
18,.github/skills/add-community-extension/SKILL.md,skill,6678,175,3061DC39DFD4B3488BE5F5D5A02938BFBFD15C80B2EAFC8B9737E394ECE1A3F6,markdown_structure,Markdown; headings=14; lead=Add Community Extension | When to Use | Procedure,1,prose_example=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/skills/add-community-extension/SKILL.md#L1-L175
19,.github/workflows/add-community-bundle.lock.yml,workflow,112012,1747,77AE0B1455350E359289829355997970F596EE08F66E9675B7AF121BD8441950,yaml_structure,"YAML; top-level keys=name,on,permissions,concurrency,run-name,jobs",50,external_dependency=50,terminal=50,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/workflows/add-community-bundle.lock.yml#L1-L1747
20,.github/workflows/add-community-bundle.md,workflow,9962,289,59F8FC59540F48DB71EC7A59C606C3E9CC9DE68CED5AEC89E42B26C59DBBF44B,markdown_structure,Markdown; headings=16; lead=Add Community Bundle from Issue Submission | Triggering Conditions | Step 1 - Read and Parse the Issue,3,generated_artifact=1;prose_example=1;repository_file=1,resolved=2;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/workflows/add-community-bundle.md#L1-L289
21,.github/workflows/add-community-extension.lock.yml,workflow,111074,1727,E8CDAD6A6D06065ED8FEC96DB9A768B3C1ED0A3DFD303972FA18949A622F8D76,yaml_structure,"YAML; top-level keys=name,on,permissions,concurrency,run-name,jobs",50,external_dependency=50,terminal=50,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/workflows/add-community-extension.lock.yml#L1-L1727
22,.github/workflows/add-community-extension.md,workflow,8769,290,92EFA20FDBA35294A1E8F7CEA7D30C76FC37BCC36BCF151EEFF5DA9D9877C80E,markdown_structure,Markdown; headings=22; lead=Add Community Extension from Issue Submission | Triggering Conditions | Step 1 — Read and Parse the Issue,2,generated_artifact=1;prose_example=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/.github/workflows/add-community-extension.md#L1-L290
